dayofweek,home_team,score,away_team,home_goals,away_goals,result
Sáb,Monterrey,1–0,Atlas,1,0,1
Sáb,León,3–2,Cruz Azul,3,2,1
Sáb,Morelia,1–1,Toluca,1,1,-1
Sáb,Chiapas,1–1,Veracruz,1,1,-1
Sáb,Cruz Azul,2–1,Chiapas,2,1,1
Vie,Santos,2–0,Querétaro,2,0,1
Vie,Veracruz,2–2,Tijuana,2,2,-1
Dom,Toluca,1–1,Puebla,1,1,-1
Sáb,Morelia,2–0,Guadalajara,2,0,1
Sáb,UANL,3–1,León,3,1,1
Sáb,Sinaloa,0–3,América,0,3,0
Sáb,Pachuca,3–1,Monterrey,3,1,1
Sáb,Atlas,1–1,UNAM,1,1,-1
Sáb,América,2–0,Santos,2,0,1
Vie,Querétaro,2–1,Veracruz,2,1,1
Vie,Tijuana,1–1,Cruz Azul,1,1,-1
Vie,Chiapas,1–3,UANL,1,3,0
Dom,UNAM,1–1,Pachuca,1,1,-1
Sáb,Puebla,4–1,Atlas,4,1,1
Sáb,Monterrey,3–0,Sinaloa,3,0,1
Sáb,León,1–2,Morelia,1,2,0
Sáb,Guadalajara,1–1,Toluca,1,1,-1
Sáb,Cruz Azul,2–1,Querétaro,2,1,1
Vie,Veracruz,1–1,América,1,1,-1
Vie,Toluca,1–1,Atlas,1,1,-1
Vie,Santos,1–2,Monterrey,1,2,0
Dom,Guadalajara,0–1,León,0,1,0
Sáb,UANL,1–2,Tijuana,1,2,0
Sáb,Sinaloa,2–3,UNAM,2,3,0
Dom,Pachuca,5–2,Puebla,5,2,1
Sáb,América,3–3,Cruz Azul,3,3,-1
Vie,Querétaro,2–2,UANL,2,2,-1
Vie,Tijuana,1–1,Morelia,1,1,-1
Dom,UNAM,1–1,Santos,1,1,-1
Dom,Puebla,3–2,Sinaloa,3,2,1
Sáb,Monterrey,5–1,Veracruz,5,1,1
Sáb,León,5–1,Toluca,5,1,1
Sáb,Atlas,1–0,Pachuca,1,0,1
Sáb,Chiapas,1–1,Guadalajara,1,1,-1
Sáb,Cruz Azul,4–0,Monterrey,4,0,1
Vie,Veracruz,0–0,UNAM,0,0,-1
Dom,Guadalajara,1–1,Tijuana,1,1,-1
Sáb,Santos,1–1,Puebla,1,1,-1
Sáb,UANL,4–1,América,4,1,1
Sáb,Sinaloa,2–1,Atlas,2,1,1
Sáb,León,1–3,Chiapas,1,3,0
Sáb,Morelia,1–1,Querétaro,1,1,-1
Sáb,Toluca,0–1,Pachuca,0,1,0
Sáb,América,4–1,Morelia,4,1,1
Vie,Tijuana,0–0,León,0,0,-1
Dom,UNAM,2–2,Cruz Azul,2,2,-1
Dom,Puebla,1–1,Veracruz,1,1,-1
Sáb,Querétaro,0–2,Guadalajara,0,2,0
Sáb,Monterrey,1–0,UANL,1,0,1
Sáb,Pachuca,2–2,Sinaloa,2,2,-1
Sáb,Atlas,1–2,Santos,1,2,0
Sáb,Chiapas,3–2,Toluca,3,2,1
Sáb,Cruz Azul,1–1,Puebla,1,1,-1
Vie,Veracruz,3–2,Atlas,3,2,1
Vie,Santos,3–2,Pachuca,3,2,1
Dom,Toluca,3–0,Sinaloa,3,0,1
Sáb,UANL,0–0,UNAM,0,0,-1
Sáb,León,2–0,Querétaro,2,0,1
Sáb,Morelia,1–3,Monterrey,1,3,0
Sáb,Chiapas,1–2,Tijuana,1,2,0
Dom,Guadalajara,1–2,América,1,2,0
Sáb,América,2–1,León,2,1,1
Vie,Querétaro,1–1,Chiapas,1,1,-1
Vie,Tijuana,0–0,Toluca,0,0,-1
Dom,Puebla,0–0,UANL,0,0,-1
Sáb,Monterrey,1–3,Guadalajara,1,3,0
Sáb,Sinaloa,3–1,Santos,3,1,1
Sáb,Pachuca,6–0,Veracruz,6,0,1
Sáb,Atlas,0–2,Cruz Azul,0,2,0
Dom,UNAM,4–2,Morelia,4,2,1
Sáb,Morelia,2–0,Chiapas,2,0,1
Sáb,Cruz Azul,0–0,Pachuca,0,0,-1
Vie,Tijuana,2–4,Querétaro,2,4,0
Vie,Toluca,0–0,Santos,0,0,-1
Vie,Veracruz,0–0,Sinaloa,0,0,-1
Sáb,UANL,2–2,Atlas,2,2,-1
Sáb,León,1–2,Monterrey,1,2,0
Sáb,Morelia,2–0,Puebla,2,0,1
Sáb,Chiapas,0–2,América,0,2,0
Dom,Guadalajara,4–0,UNAM,4,0,1
Sáb,América,6–1,Tijuana,6,1,1
Vie,Querétaro,0–0,Toluca,0,0,-1
Vie,Santos,2–0,Veracruz,2,0,1
Dom,Puebla,0–3,Guadalajara,0,3,0
Dom,UNAM,1–2,León,1,2,0
Sáb,Monterrey,6–0,Chiapas,6,0,1
Sáb,Sinaloa,3–0,Cruz Azul,3,0,1
Sáb,Pachuca,2–1,UANL,2,1,1
Sáb,Atlas,1–2,Morelia,1,2,0
Sáb,Toluca,4–2,Veracruz,4,2,1
Sáb,Cruz Azul,0–1,Santos,0,1,0
Vie,Tijuana,1–2,Monterrey,1,2,0
Vie,Querétaro,1–0,América,1,0,1
Dom,Guadalajara,1–0,Atlas,1,0,1
Sáb,UANL,5–2,Sinaloa,5,2,1
Sáb,León,4–1,Puebla,4,1,1
Sáb,Morelia,1–0,Pachuca,1,0,1
Sáb,Chiapas,1–2,UNAM,1,2,0
Sáb,América,0–1,Toluca,0,1,0
Vie,UNAM,3–1,Tijuana,3,1,1
Vie,Veracruz,2–1,Cruz Azul,2,1,1
Dom,Puebla,2–1,Chiapas,2,1,1
Sáb,Monterrey,3–2,Querétaro,3,2,1
Sáb,Santos,2–1,UANL,2,1,1
Sáb,Sinaloa,1–0,Morelia,1,0,1
Sáb,Pachuca,1–1,Guadalajara,1,1,-1
Sáb,Atlas,1–1,León,1,1,-1
Sáb,América,3–3,Monterrey,3,3,-1
Vie,Querétaro,2–1,UNAM,2,1,1
Vie,Tijuana,0–0,Puebla,0,0,-1
Dom,Toluca,0–2,Cruz Azul,0,2,0
Dom,Guadalajara,2–1,Sinaloa,2,1,1
Sáb,UANL,0–0,Veracruz,0,0,-1
Sáb,León,0–0,Pachuca,0,0,-1
Sáb,Morelia,3–2,Santos,3,2,1
Sáb,Chiapas,0–3,Atlas,0,3,0
Sáb,Cruz Azul,0–3,UANL,0,3,0
Vie,Veracruz,1–2,Morelia,1,2,0
Vie,Santos,0–1,Guadalajara,0,1,0
Dom,UNAM,1–1,América,1,1,-1
Dom,Puebla,3–1,Querétaro,3,1,1
Sáb,Monterrey,1–2,Toluca,1,2,0
Sáb,Sinaloa,0–1,León,0,1,0
Sáb,Pachuca,2–1,Chiapas,2,1,1
Sáb,Atlas,0–0,Tijuana,0,0,-1
Mié,UANL,1–3,Monterrey,1,3,0
Mié,Morelia,1–1,León,1,1,-1
Jue,Santos,1–1,Pachuca,1,1,-1
Jue,Guadalajara,0–0,América,0,0,-1
Dom,América,2–1,Guadalajara,2,1,1
Sáb,Monterrey,1–2,UANL,1,2,0
Sáb,León,4–1,Morelia,4,1,1
Dom,Pachuca,3–2,Santos,3,2,1
Mié,América,1–0,Monterrey,1,0,1
Jue,León,1–1,Pachuca,1,1,-1
Sáb,Monterrey,4–2,América,4,2,1
Dom,Pachuca,2–1,León,2,1,1
Jue,Pachuca,1–0,Monterrey,1,0,1
Dom,Monterrey,1–1,Pachuca,1,1,-1
Sáb,Cruz Azul,0–1,Pachuca,0,1,0
Sáb,Veracruz,0–1,Santos,0,1,0
Vie,Querétaro,1–3,UNAM,1,3,0
Vie,Tijuana,0–1,Puebla,0,1,0
Dom,Toluca,0–0,Morelia,0,0,-1
Dom,Guadalajara,1–1,Chiapas,1,1,-1
Sáb,Monterrey,3–1,UdeG,3,1,1
Sáb,León,1–2,América,1,2,0
Sáb,Atlas,0–0,UANL,0,0,-1
Sáb,Puebla,0–0,Veracruz,0,0,-1
Sáb,América,2–1,Tijuana,2,1,1
Vie,Morelia,0–2,Atlas,0,2,0
Vie,Santos,1–1,Cruz Azul,1,1,-1
Dom,UNAM,0–1,Guadalajara,0,1,0
Dom,UdeG,0–1,Querétaro,0,1,0
Sáb,UANL,4–2,León,4,2,1
Sáb,Pachuca,0–1,Monterrey,0,1,0
Sáb,Chiapas,2–1,Toluca,2,1,1
Sáb,Cruz Azul,0–0,Veracruz,0,0,-1
Sáb,Puebla,0–4,América,0,4,0
Vie,Tijuana,1–1,UANL,1,1,-1
Vie,Querétaro,2–0,Pachuca,2,0,1
Dom,Toluca,2–1,UNAM,2,1,1
Sáb,Monterrey,0–0,Santos,0,0,-1
Sáb,León,4–0,Morelia,4,0,1
Sáb,Atlas,4–2,Chiapas,4,2,1
Sáb,Cruz Azul,1–0,Puebla,1,0,1
Vie,Morelia,0–0,Tijuana,0,0,-1
Vie,Veracruz,2–1,Monterrey,2,1,1
Dom,UNAM,0–1,Atlas,0,1,0
Dom,UdeG,0–0,Toluca,0,0,-1
Sáb,UANL,0–2,América,0,2,0
Sáb,Santos,2–3,Querétaro,2,3,0
Sáb,Pachuca,3–0,Guadalajara,3,0,1
Sáb,Chiapas,3–2,León,3,2,1
Jue,León,2–1,UNAM,2,1,1
Sáb,América,3–2,Morelia,3,2,1
Sáb,Puebla,1–1,UANL,1,1,-1
Vie,Querétaro,0–0,Veracruz,0,0,-1
Vie,Tijuana,2–1,Chiapas,2,1,1
Dom,Toluca,3–0,Pachuca,3,0,1
Dom,Guadalajara,0–1,Santos,0,1,0
Sáb,Monterrey,3–1,Cruz Azul,3,1,1
Sáb,Atlas,1–0,UdeG,1,0,1
Sáb,Veracruz,0–0,Guadalajara,0,0,-1
Sáb,Cruz Azul,2–1,Querétaro,2,1,1
Vie,Morelia,1–5,UANL,1,5,0
Vie,Santos,3–0,Toluca,3,0,1
Dom,UNAM,1–1,Tijuana,1,1,-1
Dom,UdeG,1–0,León,1,0,1
Sáb,Monterrey,1–0,Puebla,1,0,1
Sáb,Pachuca,3–1,Atlas,3,1,1
Sáb,Chiapas,0–0,América,0,0,-1
Sáb,Puebla,3–2,Morelia,3,2,1
Sáb,América,0–1,UNAM,0,1,0
Vie,Tijuana,1–1,UdeG,1,1,-1
Vie,Querétaro,0–1,Monterrey,0,1,0
Dom,Toluca,2–1,Veracruz,2,1,1
Dom,Guadalajara,0–0,Cruz Azul,0,0,-1
Sáb,UANL,0–2,Chiapas,0,2,0
Sáb,León,1–2,Pachuca,1,2,0
Sáb,Atlas,1–1,Santos,1,1,-1
Dom,Guadalajara,3–0,UdeG,3,0,1
Sáb,Cruz Azul,1–2,Toluca,1,2,0
Vie,Querétaro,1–1,Puebla,1,1,-1
Vie,Veracruz,1–1,Atlas,1,1,-1
Vie,Santos,2–0,León,2,0,1
Dom,UNAM,2–2,UANL,2,2,-1
Sáb,Pachuca,1–1,Tijuana,1,1,-1
Sáb,Chiapas,1–1,Morelia,1,1,-1
Sáb,UdeG,0–0,América,0,0,-1
Sáb,América,2–1,Pachuca,2,1,1
Sáb,Puebla,1–1,Chiapas,1,1,-1
Vie,Tijuana,4–1,Santos,4,1,1
Vie,Morelia,2–3,UNAM,2,3,0
Dom,Toluca,1–0,Monterrey,1,0,1
Dom,Guadalajara,1–4,Querétaro,1,4,0
Sáb,UANL,1–0,UdeG,1,0,1
Sáb,León,3–1,Veracruz,3,1,1
Sáb,Atlas,2–1,Cruz Azul,2,1,1
Sáb,Cruz Azul,1–0,León,1,0,1
Vie,Veracruz,1–0,Tijuana,1,0,1
Vie,Querétaro,1–1,Toluca,1,1,-1
Vie,Santos,1–4,América,1,4,0
Dom,UNAM,2–2,Chiapas,2,2,-1
Dom,Guadalajara,0–0,Puebla,0,0,-1
Sáb,Monterrey,2–1,Atlas,2,1,1
Sáb,Pachuca,2–3,UANL,2,3,0
Sáb,UdeG,1–2,Morelia,1,2,0
Mar,León,1–3,Monterrey,1,3,0
Mar,Atlas,2–1,Querétaro,2,1,1
Mar,UANL,1–1,Santos,1,1,-1
Mié,Puebla,1–2,UNAM,1,2,0
Mié,Tijuana,0–0,Cruz Azul,0,0,-1
Mié,Morelia,0–1,Pachuca,0,1,0
Mié,América,2–0,Veracruz,2,0,1
Mié,Chiapas,1–1,UdeG,1,1,-1
Jue,Toluca,3–1,Guadalajara,3,1,1
Sáb,Cruz Azul,4–0,América,4,0,1
Sáb,Veracruz,0–1,UANL,0,1,0
Vie,Querétaro,1–2,León,1,2,0
Dom,Toluca,1–1,Puebla,1,1,-1
Dom,Guadalajara,0–1,Atlas,0,1,0
Sáb,Monterrey,1–1,Tijuana,1,1,-1
Sáb,Santos,2–2,Morelia,2,2,-1
Sáb,Pachuca,2–0,Chiapas,2,0,1
Sáb,UdeG,1–0,UNAM,1,0,1
Sáb,Puebla,1–1,UdeG,1,1,-1
Sáb,América,2–0,Monterrey,2,0,1
Vie,Morelia,0–1,Veracruz,0,1,0
Vie,Tijuana,2–1,Querétaro,2,1,1
Dom,UNAM,1–1,Pachuca,1,1,-1
Sáb,UANL,1–0,Cruz Azul,1,0,1
Sáb,León,2–1,Guadalajara,2,1,1
Sáb,Chiapas,2–0,Santos,2,0,1
Sáb,Atlas,0–2,Toluca,0,2,0
Sáb,Veracruz,1–2,Chiapas,1,2,0
Sáb,Cruz Azul,3–1,Morelia,3,1,1
Vie,Querétaro,3–2,América,3,2,1
Vie,Santos,1–1,UNAM,1,1,-1
Dom,Toluca,2–3,León,2,3,0
Dom,Guadalajara,2–3,Tijuana,2,3,0
Sáb,Monterrey,2–2,UANL,2,2,-1
Sáb,Pachuca,0–0,UdeG,0,0,-1
Sáb,Atlas,2–1,Puebla,2,1,1
Sáb,América,0–0,Guadalajara,0,0,-1
Sáb,Puebla,1–1,Pachuca,1,1,-1
Vie,Tijuana,0–1,Toluca,0,1,0
Vie,Morelia,2–1,Monterrey,2,1,1
Dom,UNAM,0–0,Veracruz,0,0,-1
Sáb,UANL,1–0,Querétaro,1,0,1
Sáb,León,4–0,Atlas,4,0,1
Sáb,UdeG,1–1,Santos,1,1,-1
Sáb,Chiapas,0–0,Cruz Azul,0,0,-1
Sáb,Cruz Azul,0–2,UNAM,0,2,0
Sáb,Veracruz,0–1,UdeG,0,1,0
Vie,Querétaro,2–0,Morelia,2,0,1
Vie,Santos,2–1,Pachuca,2,1,1
Dom,Toluca,2–2,América,2,2,-1
Dom,Guadalajara,0–0,UANL,0,0,-1
Sáb,Monterrey,1–2,Chiapas,1,2,0
Sáb,León,0–0,Puebla,0,0,-1
Sáb,Atlas,1–1,Tijuana,1,1,-1
Sáb,Monterrey,1–0,Guadalajara,1,0,1
Sáb,América,1–2,Atlas,1,2,0
Sáb,Puebla,3–3,Santos,3,3,-1
Vie,Morelia,1–2,Guadalajara,1,2,0
Vie,Tijuana,3–2,León,3,2,1
Dom,UNAM,4–2,Monterrey,4,2,1
Sáb,UANL,2–1,Toluca,2,1,1
Sáb,UdeG,1–1,Cruz Azul,1,1,-1
Sáb,Pachuca,1–0,Veracruz,1,0,1
Sáb,Chiapas,2–1,Querétaro,2,1,1
Mié,Pachuca,1–1,UANL,1,1,-1
Mié,UNAM,1–0,América,1,0,1
Jue,Monterrey,0–1,Atlas,0,1,0
Jue,Chiapas,1–1,Toluca,1,1,-1
Sáb,América,1–0,UNAM,1,0,1
Dom,Toluca,1–1,Chiapas,1,1,-1
Sáb,UANL,1–1,Pachuca,1,1,-1
Dom,Atlas,0–2,Monterrey,0,2,0
Jue,Toluca,0–0,UANL,0,0,-1
Jue,Monterrey,0–3,América,0,3,0
Dom,UANL,0–0,Toluca,0,0,-1
Dom,América,0–0,Monterrey,0,0,-1
Jue,UANL,1–0,América,1,0,1
Dom,América,3–0,UANL,3,0,1
Sáb,Puebla,2–1,Tijuana,2,1,1
Sáb,América,3–2,León,3,2,1
Vie,Santos,1–2,Veracruz,1,2,0
Vie,Morelia,0–0,Toluca,0,0,-1
Dom,UNAM,1–1,Querétaro,1,1,-1
Dom,UdeG,1–0,Monterrey,1,0,1
Sáb,UANL,0–1,Atlas,0,1,0
Sáb,Chiapas,2–1,Guadalajara,2,1,1
Sáb,Pachuca,0–1,Cruz Azul,0,1,0
Sáb,Cruz Azul,1–0,Santos,1,0,1
Vie,Querétaro,1–0,UdeG,1,0,1
Vie,Tijuana,1–0,América,1,0,1
Vie,Veracruz,3–1,Puebla,3,1,1
Dom,Toluca,3–0,Chiapas,3,0,1
Dom,Guadalajara,2–1,UNAM,2,1,1
Sáb,Monterrey,1–0,Pachuca,1,0,1
Sáb,León,0–1,UANL,0,1,0
Sáb,Atlas,2–1,Morelia,2,1,1
Sáb,América,0–0,Puebla,0,0,-1
Vie,Morelia,0–0,León,0,0,-1
Vie,Veracruz,0–0,Cruz Azul,0,0,-1
Vie,Santos,4–1,Monterrey,4,1,1
Dom,UNAM,3–2,Toluca,3,2,1
Dom,UdeG,1–1,Guadalajara,1,1,-1
Sáb,UANL,1–2,Tijuana,1,2,0
Sáb,Pachuca,2–1,Querétaro,2,1,1
Sáb,Chiapas,3–1,Atlas,3,1,1
Sáb,Puebla,0–0,Cruz Azul,0,0,-1
Sáb,América,1–0,UANL,1,0,1
Vie,Querétaro,0–1,Santos,0,1,0
Vie,Tijuana,4–2,Morelia,4,2,1
Dom,Toluca,3–1,UdeG,3,1,1
Sáb,Monterrey,1–1,Veracruz,1,1,-1
Sáb,Guadalajara,1–0,Pachuca,1,0,1
Sáb,León,1–1,Chiapas,1,1,-1
Sáb,Atlas,1–1,UNAM,1,1,-1
Sáb,Cruz Azul,1–0,Monterrey,1,0,1
Vie,Morelia,2–2,América,2,2,-1
Vie,Veracruz,1–1,Querétaro,1,1,-1
Vie,Santos,1–0,Guadalajara,1,0,1
Dom,UNAM,1–3,León,1,3,0
Dom,UdeG,0–2,Atlas,0,2,0
Sáb,UANL,1–0,Puebla,1,0,1
Sáb,Pachuca,1–1,Toluca,1,1,-1
Sáb,Chiapas,2–2,Tijuana,2,2,-1
Sáb,Puebla,2–0,Monterrey,2,0,1
Sáb,América,5–0,Chiapas,5,0,1
Vie,Querétaro,1–2,Cruz Azul,1,2,0
Vie,Tijuana,3–0,UNAM,3,0,1
Dom,Toluca,2–2,Santos,2,2,-1
Dom,Guadalajara,0–0,Veracruz,0,0,-1
Sáb,UANL,1–0,Morelia,1,0,1
Sáb,León,2–1,UdeG,2,1,1
Sáb,Atlas,1–3,Pachuca,1,3,0
Sáb,Cruz Azul,1–2,Guadalajara,1,2,0
Vie,Morelia,1–2,Puebla,1,2,0
Vie,Veracruz,3–0,Toluca,3,0,1
Vie,Santos,0–1,Atlas,0,1,0
Dom,UNAM,0–1,América,0,1,0
Dom,UdeG,0–1,Tijuana,0,1,0
Sáb,Monterrey,2–1,Querétaro,2,1,1
Sáb,Pachuca,2–1,León,2,1,1
Sáb,Chiapas,1–0,UANL,1,0,1
Sáb,Puebla,4–1,Querétaro,4,1,1
Sáb,América,0–1,UdeG,0,1,0
Vie,Morelia,3–2,Chiapas,3,2,1
Vie,Tijuana,2–2,Pachuca,2,2,-1
Dom,Toluca,1–0,Cruz Azul,1,0,1
Dom,Guadalajara,3–0,Monterrey,3,0,1
Sáb,UANL,3–0,UNAM,3,0,1
Sáb,León,2–1,Santos,2,1,1
Sáb,Atlas,0–3,Veracruz,0,3,0
Sáb,Cruz Azul,1–1,Atlas,1,1,-1
Vie,Veracruz,1–0,León,1,0,1
Vie,Querétaro,1–0,Guadalajara,1,0,1
Dom,UNAM,2–1,Morelia,2,1,1
Dom,UdeG,2–1,UANL,2,1,1
Sáb,Santos,1–1,Tijuana,1,1,-1
Sáb,Monterrey,3–2,Toluca,3,2,1
Sáb,Pachuca,0–0,América,0,0,-1
Sáb,Chiapas,2–2,Puebla,2,2,-1
Sáb,Puebla,1–2,Guadalajara,1,2,0
Sáb,América,1–0,Santos,1,0,1
Vie,Morelia,0–1,UdeG,0,1,0
Vie,Tijuana,3–1,Veracruz,3,1,1
Dom,Toluca,1–0,Querétaro,1,0,1
Sáb,UANL,2–1,Pachuca,2,1,1
Sáb,León,2–2,Cruz Azul,2,2,-1
Sáb,Atlas,2–1,Monterrey,2,1,1
Sáb,Chiapas,0–2,UNAM,0,2,0
Sáb,Cruz Azul,2–1,Tijuana,2,1,1
Vie,Querétaro,2–0,Atlas,2,0,1
Vie,Veracruz,4–0,América,4,0,1
Vie,Santos,2–2,UANL,2,2,-1
Dom,UNAM,2–1,Puebla,2,1,1
Dom,Guadalajara,1–0,Toluca,1,0,1
Sáb,Monterrey,5–1,León,5,1,1
Sáb,Pachuca,2–0,Morelia,2,0,1
Sáb,UdeG,0–1,Chiapas,0,1,0
Sáb,Puebla,0–1,Toluca,0,1,0
Sáb,América,1–0,Cruz Azul,1,0,1
Vie,Morelia,0–1,Santos,0,1,0
Dom,UNAM,2–0,UdeG,2,0,1
Sáb,UANL,3–1,Veracruz,3,1,1
Sáb,Chiapas,2–2,Pachuca,2,2,-1
Sáb,Tijuana,3–4,Monterrey,3,4,0
Sáb,León,4–5,Querétaro,4,5,0
Sáb,Atlas,1–1,Guadalajara,1,1,-1
Sáb,Cruz Azul,2–0,UANL,2,0,1
Vie,Querétaro,2–1,Tijuana,2,1,1
Vie,Veracruz,1–1,Morelia,1,1,-1
Vie,Santos,4–3,Chiapas,4,3,1
Dom,Toluca,0–0,Atlas,0,0,-1
Dom,Guadalajara,1–0,León,1,0,1
Sáb,Monterrey,1–1,América,1,1,-1
Sáb,Pachuca,3–1,UNAM,3,1,1
Sáb,UdeG,1–1,Puebla,1,1,-1
Sáb,Puebla,0–1,Atlas,0,1,0
Sáb,América,0–4,Querétaro,0,4,0
Vie,Tijuana,1–1,Guadalajara,1,1,-1
Vie,Morelia,2–0,Cruz Azul,2,0,1
Vie,Chiapas,1–1,Veracruz,1,1,-1
Dom,UNAM,1–0,Santos,1,0,1
Dom,UdeG,1–1,Pachuca,1,1,-1
Sáb,UANL,3–0,Monterrey,3,0,1
Sáb,León,1–1,Toluca,1,1,-1
Sáb,Cruz Azul,0–1,Chiapas,0,1,0
Vie,Querétaro,1–3,UANL,1,3,0
Vie,Veracruz,3–3,UNAM,3,3,-1
Vie,Santos,1–0,UdeG,1,0,1
Dom,Toluca,2–0,Tijuana,2,0,1
Dom,Guadalajara,1–1,América,1,1,-1
Sáb,Monterrey,1–0,Morelia,1,0,1
Sáb,Pachuca,2–1,Puebla,2,1,1
Sáb,Atlas,3–2,León,3,2,1
Sáb,Puebla,2–0,León,2,0,1
Vie,Morelia,1–2,Querétaro,1,2,0
Vie,Tijuana,1–2,Atlas,1,2,0
Dom,UNAM,0–1,Cruz Azul,0,1,0
Dom,UdeG,1–2,Veracruz,1,2,0
Sáb,América,3–1,Toluca,3,1,1
Sáb,UANL,2–1,Guadalajara,2,1,1
Sáb,Pachuca,2–3,Santos,2,3,0
Sáb,Chiapas,0–2,Monterrey,0,2,0
Vie,Querétaro,1–0,Chiapas,1,0,1
Vie,Veracruz,1–2,Pachuca,1,2,0
Dom,Toluca,0–0,UANL,0,0,-1
Dom,Guadalajara,2–3,Morelia,2,3,0
Sáb,Monterrey,2–2,UNAM,2,2,-1
Sáb,León,6–2,Tijuana,6,2,1
Sáb,Cruz Azul,0–2,UdeG,0,2,0
Sáb,Santos,2–2,Puebla,2,2,-1
Sáb,Atlas,1–2,América,1,2,0
Mié,Santos,1–1,UANL,1,1,-1
Mié,Pachuca,3–2,América,3,2,1
Jue,Querétaro,2–1,Veracruz,2,1,1
Jue,Guadalajara,0–0,Atlas,0,0,-1
Sáb,América,3–4,Pachuca,3,4,0
Dom,Atlas,1–4,Guadalajara,1,4,0
Sáb,UANL,0–1,Santos,0,1,0
Dom,Veracruz,2–2,Querétaro,2,2,-1
Jue,Pachuca,2–0,Querétaro,2,0,1
Jue,Santos,0–0,Guadalajara,0,0,-1
Dom,Guadalajara,0–3,Santos,0,3,0
Dom,Querétaro,2–0,Pachuca,2,0,1
Jue,Santos,5–0,Querétaro,5,0,1
Dom,Querétaro,3–0,Santos,3,0,1
