dayofweek,home_team,score,away_team,home_goals,away_goals,result,home_goals_total_home,away_goals_total_home,home_conceded_home,away_conceded_home,goalsScored_home,goalsConceded_home,home_goals_total_away,away_goals_total_away,home_conceded_away,away_conceded_away,goalsScored_away,goalsConceded_away
Vie,Atlético,0–3,FC Juárez,0,3,0,109,106,136,150,215,286,96,71,107,145,167,252
Vie,Toluca,2–0,Monterrey,2,0,1,332,212,216,283,544,499,354,254,181,257,608,438
Vie,Tijuana,0–1,Puebla,0,1,0,247,160,200,308,407,508,242,188,242,271,430,513
Vie,Morelia,2–4,Cruz Azul,2,4,0,148,138,147,177,286,324,264,211,193,227,475,420
Dom,Guadalajara,2–0,León,2,0,1,233,212,204,222,445,426,332,240,225,278,572,503
Sáb,América,0–3,Necaxa,0,3,0,363,310,198,246,673,444,181,164,174,202,345,376
Sáb,UANL,3–0,UNAM,3,0,1,367,253,189,214,620,403,294,206,204,301,500,505
Dom,Santos,1–0,Atlas,1,0,1,321,220,214,297,541,511,198,201,207,268,399,475
Sáb,Cruz Azul,4–2,Tijuana,4,2,1,264,211,193,227,475,420,247,160,200,308,407,508
Sáb,Monterrey,2–2,Atlético,2,2,-1,354,254,181,257,608,438,109,106,136,150,215,286
Vie,Querétaro,1–1,Toluca,1,1,-1,215,184,206,294,399,500,332,212,216,283,544,499
Vie,UNAM,3–3,América,3,3,-1,294,206,204,301,500,505,363,310,198,246,673,444
Vie,Puebla,0–0,UANL,0,0,-1,242,188,242,271,430,513,367,253,189,214,620,403
Dom,Necaxa,1–2,Morelia,1,2,0,181,164,174,202,345,376,148,138,147,177,286,324
Sáb,Pachuca,1–0,Santos,1,0,1,329,249,197,272,578,469,321,220,214,297,541,511
Sáb,Atlas,1–2,Guadalajara,1,2,0,198,201,207,268,399,475,233,212,204,222,445,426
Dom,FC Juárez,1–4,León,1,4,0,96,71,107,145,167,252,332,240,225,278,572,503
Sáb,Atlético,0–1,Puebla,0,1,0,109,106,136,150,215,286,242,188,242,271,430,513
Vie,Tijuana,3–2,Pachuca,3,2,1,247,160,200,308,407,508,329,249,197,272,578,469
Vie,Morelia,4–0,Querétaro,4,0,1,148,138,147,177,286,324,215,184,206,294,399,500
Dom,Toluca,2–3,Atlas,2,3,0,332,212,216,283,544,499,198,201,207,268,399,475
Sáb,UANL,3–2,FC Juárez,3,2,1,367,253,189,214,620,403,96,71,107,145,167,252
Sáb,León,3–1,UNAM,3,1,1,332,240,225,278,572,503,294,206,204,301,500,505
Sáb,Guadalajara,1–1,Monterrey,1,1,-1,233,212,204,222,445,426,354,254,181,257,608,438
Dom,Santos,2–1,Necaxa,2,1,1,321,220,214,297,541,511,181,164,174,202,345,376
Dom,América,0–1,Cruz Azul,0,1,0,363,310,198,246,673,444,264,211,193,227,475,420
Vie,Necaxa,0–3,UANL,0,3,0,181,164,174,202,345,376,367,253,189,214,620,403
Dom,UNAM,3–2,Querétaro,3,2,1,294,206,204,301,500,505,215,184,206,294,399,500
Sáb,Tijuana,3–1,Atlas,3,1,1,247,160,200,308,407,508,198,201,207,268,399,475
Sáb,Guadalajara,0–0,León,0,0,-1,233,212,204,222,445,426,332,240,225,278,572,503
Sáb,Cruz Azul,2–0,Santos,2,0,1,264,211,193,227,475,420,321,220,214,297,541,511
Lun,Atlético,1–1,FC Juárez,1,1,-1,109,106,136,150,215,286,96,71,107,145,167,252
Lun,Pachuca,1–2,América,1,2,0,329,249,197,272,578,469,363,310,198,246,673,444
Lun,Mazatlán,1–4,Puebla,1,4,0,90,76,96,137,166,233,242,188,242,271,430,513
Mar,Monterrey,3–1,Toluca,3,1,1,354,254,181,257,608,438,332,212,216,283,544,499
Vie,Puebla,1–1,Cruz Azul,1,1,-1,242,188,242,271,430,513,264,211,193,227,475,420
Vie,FC Juárez,1–0,Necaxa,1,0,1,96,71,107,145,167,252,181,164,174,202,345,376
Dom,Toluca,3–2,Atlético,3,2,1,332,212,216,283,544,499,109,106,136,150,215,286
Dom,Querétaro,1–1,Mazatlán,1,1,-1,215,184,206,294,399,500,90,76,96,137,166,233
Sáb,UANL,1–1,Pachuca,1,1,-1,367,253,189,214,620,403,329,249,197,272,578,469
Sáb,América,4–0,Tijuana,4,0,1,363,310,198,246,673,444,247,160,200,308,407,508
Dom,Santos,2–0,Guadalajara,2,0,1,321,220,214,297,541,511,233,212,204,222,445,426
Lun,Atlas,1–2,UNAM,1,2,0,198,201,207,268,399,475,294,206,204,301,500,505
Lun,León,1–0,Monterrey,1,0,1,332,240,225,278,572,503,354,254,181,257,608,438
Jue,Pachuca,1–0,Querétaro,1,0,1,329,249,197,272,578,469,215,184,206,294,399,500
Jue,Tijuana,0–0,UANL,0,0,-1,247,160,200,308,407,508,367,253,189,214,620,403
Vie,Necaxa,1–1,América,1,1,-1,181,164,174,202,345,376,363,310,198,246,673,444
Vie,Mazatlán,2–1,Toluca,2,1,1,90,76,96,137,166,233,332,212,216,283,544,499
Dom,UNAM,1–1,FC Juárez,1,1,-1,294,206,204,301,500,505,96,71,107,145,167,252
Sáb,Cruz Azul,2–0,León,2,0,1,264,211,193,227,475,420,332,240,225,278,572,503
Sáb,Monterrey,2–2,Santos,2,2,-1,354,254,181,257,608,438,321,220,214,297,541,511
Sáb,Guadalajara,0–1,Puebla,0,1,0,233,212,204,222,445,426,242,188,242,271,430,513
Dom,Atlético,1–1,Atlas,1,1,-1,109,106,136,150,215,286,198,201,207,268,399,475
Mar,Necaxa,1–0,Mazatlán,1,0,1,181,164,174,202,345,376,90,76,96,137,166,233
Mié,Querétaro,1–0,Cruz Azul,1,0,1,215,184,206,294,399,500,264,211,193,227,475,420
Mar,Pachuca,0–1,León,0,1,0,329,249,197,272,578,469,332,240,225,278,572,503
Mar,UANL,2–1,Puebla,2,1,1,367,253,189,214,620,403,242,188,242,271,430,513
Mié,FC Juárez,0–2,Guadalajara,0,2,0,96,71,107,145,167,252,233,212,204,222,445,426
Mié,Tijuana,0–2,Atlético,0,2,0,247,160,200,308,407,508,109,106,136,150,215,286
Mié,UNAM,1–1,Monterrey,1,1,-1,294,206,204,301,500,505,354,254,181,257,608,438
Jue,Atlas,1–2,Toluca,1,2,0,198,201,207,268,399,475,332,212,216,283,544,499
Jue,América,3–1,Santos,3,1,1,363,310,198,246,673,444,321,220,214,297,541,511
Sáb,Guadalajara,2–1,Atlético,2,1,1,233,212,204,222,445,426,109,106,136,150,215,286
Vie,Puebla,0–1,Pachuca,0,1,0,242,188,242,271,430,513,329,249,197,272,578,469
Dom,Toluca,3–2,UANL,3,2,1,332,212,216,283,544,499,367,253,189,214,620,403
Sáb,Cruz Azul,3–2,FC Juárez,3,2,1,264,211,193,227,475,420,96,71,107,145,167,252
Sáb,Mazatlán,0–0,UNAM,0,0,-1,90,76,96,137,166,233,294,206,204,301,500,505
Sáb,Monterrey,1–1,Necaxa,1,1,-1,354,254,181,257,608,438,181,164,174,202,345,376
Dom,Santos,0–0,Atlas,0,0,-1,321,220,214,297,541,511,198,201,207,268,399,475
Dom,Querétaro,4–1,América,4,1,1,215,184,206,294,399,500,363,310,198,246,673,444
Lun,León,2–1,Tijuana,2,1,1,332,240,225,278,572,503,247,160,200,308,407,508
Sáb,Atlas,1–0,Querétaro,1,0,1,198,201,207,268,399,475,215,184,206,294,399,500
Vie,Necaxa,2–1,Santos,2,1,1,181,164,174,202,345,376,321,220,214,297,541,511
Vie,FC Juárez,0–0,León,0,0,-1,96,71,107,145,167,252,332,240,225,278,572,503
Dom,Toluca,1–0,Guadalajara,1,0,1,332,212,216,283,544,499,233,212,204,222,445,426
Sáb,UANL,1–1,UNAM,1,1,-1,367,253,189,214,620,403,294,206,204,301,500,505
Sáb,América,1–3,Monterrey,1,3,0,363,310,198,246,673,444,354,254,181,257,608,438
Dom,Tijuana,1–0,Puebla,1,0,1,247,160,200,308,407,508,242,188,242,271,430,513
Dom,Atlético,1–3,Cruz Azul,1,3,0,109,106,136,150,215,286,264,211,193,227,475,420
Lun,Pachuca,4–3,Mazatlán,4,3,1,329,249,197,272,578,469,90,76,96,137,166,233
Vie,Puebla,4–1,Toluca,4,1,1,242,188,242,271,430,513,332,212,216,283,544,499
Vie,Mazatlán,1–1,UANL,1,1,-1,90,76,96,137,166,233,367,253,189,214,620,403
Dom,UNAM,3–0,Tijuana,3,0,1,294,206,204,301,500,505,247,160,200,308,407,508
Sáb,Guadalajara,0–0,Pachuca,0,0,-1,233,212,204,222,445,426,329,249,197,272,578,469
Sáb,Atlético,1–2,América,1,2,0,109,106,136,150,215,286,363,310,198,246,673,444
Sáb,Cruz Azul,3–0,Necaxa,3,0,1,264,211,193,227,475,420,181,164,174,202,345,376
Dom,Santos,2–1,Querétaro,2,1,1,321,220,214,297,541,511,215,184,206,294,399,500
Dom,Monterrey,2–1,FC Juárez,2,1,1,354,254,181,257,608,438,96,71,107,145,167,252
Lun,León,2–1,Atlas,2,1,1,332,240,225,278,572,503,198,201,207,268,399,475
Mié,América,3–1,Mazatlán,3,1,1,363,310,198,246,673,444,90,76,96,137,166,233
Jue,Querétaro,4–1,Toluca,4,1,1,215,184,206,294,399,500,332,212,216,283,544,499
Jue,Pachuca,3–1,Atlético,3,1,1,329,249,197,272,578,469,109,106,136,150,215,286
Sáb,UNAM,4–1,Puebla,4,1,1,294,206,204,301,500,505,242,188,242,271,430,513
Vie,Tijuana,2–1,Monterrey,2,1,1,247,160,200,308,407,508,354,254,181,257,608,438
Vie,Necaxa,0–2,León,0,2,0,181,164,174,202,345,376,332,240,225,278,572,503
Vie,FC Juárez,1–1,Santos,1,1,-1,96,71,107,145,167,252,321,220,214,297,541,511
Sáb,Atlas,1–0,Cruz Azul,1,0,1,198,201,207,268,399,475,264,211,193,227,475,420
Sáb,UANL,1–3,Guadalajara,1,3,0,367,253,189,214,620,403,233,212,204,222,445,426
Mar,Atlético,2–1,Necaxa,2,1,1,109,106,136,150,215,286,181,164,174,202,345,376
Mié,León,1–1,UANL,1,1,-1,332,240,225,278,572,503,367,253,189,214,620,403
Mar,Toluca,0–1,FC Juárez,0,1,0,332,212,216,283,544,499,96,71,107,145,167,252
Mar,Monterrey,1–1,Atlas,1,1,-1,354,254,181,257,608,438,198,201,207,268,399,475
Mar,Guadalajara,1–1,Querétaro,1,1,-1,233,212,204,222,445,426,215,184,206,294,399,500
Mar,Puebla,2–3,América,2,3,0,242,188,242,271,430,513,363,310,198,246,673,444
Mié,Cruz Azul,1–0,Pachuca,1,0,1,264,211,193,227,475,420,329,249,197,272,578,469
Mié,Mazatlán,1–0,Tijuana,1,0,1,90,76,96,137,166,233,247,160,200,308,407,508
Mié,Santos,1–2,UNAM,1,2,0,321,220,214,297,541,511,294,206,204,301,500,505
Sáb,Atlas,1–1,Mazatlán,1,1,-1,198,201,207,268,399,475,90,76,96,137,166,233
Vie,Necaxa,1–2,Guadalajara,1,2,0,181,164,174,202,345,376,233,212,204,222,445,426
Vie,FC Juárez,1–0,Puebla,1,0,1,96,71,107,145,167,252,242,188,242,271,430,513
Dom,UNAM,3–0,Atlético,3,0,1,294,206,204,301,500,505,109,106,136,150,215,286
Sáb,UANL,2–0,Santos,2,0,1,367,253,189,214,620,403,321,220,214,297,541,511
Sáb,América,1–1,Toluca,1,1,-1,363,310,198,246,673,444,332,212,216,283,544,499
Dom,Querétaro,2–3,León,2,3,0,215,184,206,294,399,500,332,240,225,278,572,503
Dom,Tijuana,1–2,Cruz Azul,1,2,0,247,160,200,308,407,508,264,211,193,227,475,420
Lun,Pachuca,1–1,Monterrey,1,1,-1,329,249,197,272,578,469,354,254,181,257,608,438
Sáb,Atlas,0–1,Pachuca,0,1,0,198,201,207,268,399,475,329,249,197,272,578,469
Vie,Necaxa,0–1,Puebla,0,1,0,181,164,174,202,345,376,242,188,242,271,430,513
Vie,Mazatlán,2–3,Cruz Azul,2,3,0,90,76,96,137,166,233,264,211,193,227,475,420
Dom,Toluca,1–2,Santos,1,2,0,332,212,216,283,544,499,321,220,214,297,541,511
Sáb,UANL,3–0,Querétaro,3,0,1,367,253,189,214,620,403,215,184,206,294,399,500
Sáb,América,1–0,Guadalajara,1,0,1,363,310,198,246,673,444,233,212,204,222,445,426
Dom,Atlético,1–2,Monterrey,1,2,0,109,106,136,150,215,286,354,254,181,257,608,438
Lun,León,2–0,UNAM,2,0,1,332,240,225,278,572,503,294,206,204,301,500,505
Jue,Pachuca,0–0,Toluca,0,0,-1,329,249,197,272,578,469,332,212,216,283,544,499
Sáb,Guadalajara,2–1,Mazatlán,2,1,1,233,212,204,222,445,426,90,76,96,137,166,233
Vie,Puebla,3–3,Querétaro,3,3,-1,242,188,242,271,430,513,215,184,206,294,399,500
Vie,FC Juárez,0–1,Atlas,0,1,0,96,71,107,145,167,252,198,201,207,268,399,475
Dom,Atlético,0–2,León,0,2,0,109,106,136,150,215,286,332,240,225,278,572,503
Sáb,UNAM,1–1,Necaxa,1,1,-1,294,206,204,301,500,505,181,164,174,202,345,376
Sáb,Monterrey,0–2,UANL,0,2,0,354,254,181,257,608,438,367,253,189,214,620,403
Dom,Cruz Azul,0–0,América,0,0,-1,264,211,193,227,475,420,363,310,198,246,673,444
Mié,Tijuana,2–1,FC Juárez,2,1,1,247,160,200,308,407,508,96,71,107,145,167,252
Sáb,Atlas,0–1,Necaxa,0,1,0,198,201,207,268,399,475,181,164,174,202,345,376
Vie,Puebla,0–2,Santos,0,2,0,242,188,242,271,430,513,321,220,214,297,541,511
Vie,León,2–1,Mazatlán,2,1,1,332,240,225,278,572,503,90,76,96,137,166,233
Dom,Toluca,2–0,Cruz Azul,2,0,1,332,212,216,283,544,499,264,211,193,227,475,420
Dom,FC Juárez,1–1,Pachuca,1,1,-1,96,71,107,145,167,252,329,249,197,272,578,469
Sáb,UANL,3–0,Atlético,3,0,1,367,253,189,214,620,403,109,106,136,150,215,286
Sáb,América,2–2,UNAM,2,2,-1,363,310,198,246,673,444,294,206,204,301,500,505
Dom,Querétaro,1–2,Monterrey,1,2,0,215,184,206,294,399,500,354,254,181,257,608,438
Dom,Tijuana,0–0,Guadalajara,0,0,-1,247,160,200,308,407,508,233,212,204,222,445,426
Dom,Santos,2–0,Tijuana,2,0,1,321,220,214,297,541,511,247,160,200,308,407,508
Jue,Atlético,2–1,Querétaro,2,1,1,109,106,136,150,215,286,215,184,206,294,399,500
Sáb,Monterrey,3–1,Puebla,3,1,1,354,254,181,257,608,438,242,188,242,271,430,513
Vie,Necaxa,2–0,Tijuana,2,0,1,181,164,174,202,345,376,247,160,200,308,407,508
Vie,Mazatlán,3–2,FC Juárez,3,2,1,90,76,96,137,166,233,96,71,107,145,167,252
Dom,UNAM,1–0,Toluca,1,0,1,294,206,204,301,500,505,332,212,216,283,544,499
Sáb,Guadalajara,3–2,Atlas,3,2,1,233,212,204,222,445,426,198,201,207,268,399,475
Sáb,Cruz Azul,0–2,UANL,0,2,0,264,211,193,227,475,420,367,253,189,214,620,403
Dom,Santos,1–1,Pachuca,1,1,-1,321,220,214,297,541,511,329,249,197,272,578,469
Lun,León,3–2,América,3,2,1,332,240,225,278,572,503,363,310,198,246,673,444
Sáb,Querétaro,0–1,Necaxa,0,1,0,215,184,206,294,399,500,181,164,174,202,345,376
Vie,Puebla,1–2,León,1,2,0,242,188,242,271,430,513,332,240,225,278,572,503
Dom,Toluca,2–0,Tijuana,2,0,1,332,212,216,283,544,499,247,160,200,308,407,508
Dom,Guadalajara,0–2,Cruz Azul,0,2,0,233,212,204,222,445,426,264,211,193,227,475,420
Sáb,UANL,1–1,FC Juárez,1,1,-1,367,253,189,214,620,403,96,71,107,145,167,252
Sáb,Mazatlán,1–2,Monterrey,1,2,0,90,76,96,137,166,233,354,254,181,257,608,438
Sáb,América,1–0,Atlas,1,0,1,363,310,198,246,673,444,198,201,207,268,399,475
Dom,Santos,2–1,Atlético,2,1,1,321,220,214,297,541,511,109,106,136,150,215,286
Lun,Pachuca,1–1,UNAM,1,1,-1,329,249,197,272,578,469,294,206,204,301,500,505
Jue,Atlético,0–5,Mazatlán,0,5,0,109,106,136,150,215,286,90,76,96,137,166,233
Sáb,Atlas,0–1,Puebla,0,1,0,198,201,207,268,399,475,242,188,242,271,430,513
Vie,Necaxa,3–2,Toluca,3,2,1,181,164,174,202,345,376,332,212,216,283,544,499
Vie,Tijuana,0–2,Pachuca,0,2,0,247,160,200,308,407,508,329,249,197,272,578,469
Vie,FC Juárez,1–0,Querétaro,1,0,1,96,71,107,145,167,252,215,184,206,294,399,500
Dom,América,3–1,UANL,3,1,1,363,310,198,246,673,444,367,253,189,214,620,403
Sáb,UNAM,2–2,Guadalajara,2,2,-1,294,206,204,301,500,505,233,212,204,222,445,426
Sáb,Monterrey,1–0,Cruz Azul,1,0,1,354,254,181,257,608,438,264,211,193,227,475,420
Lun,León,2–1,Santos,2,1,1,332,240,225,278,572,503,321,220,214,297,541,511
Sáb,Guadalajara,3–1,Monterrey,3,1,1,233,212,204,222,445,426,354,254,181,257,608,438
Sáb,Pachuca,0–1,Necaxa,0,1,0,329,249,197,272,578,469,181,164,174,202,345,376
Vie,Puebla,1–0,Atlético,1,0,1,242,188,242,271,430,513,109,106,136,150,215,286
Vie,FC Juárez,1–1,América,1,1,-1,96,71,107,145,167,252,363,310,198,246,673,444
Dom,Toluca,2–2,León,2,2,-1,332,212,216,283,544,499,332,240,225,278,572,503
Sáb,UANL,1–1,Atlas,1,1,-1,367,253,189,214,620,403,198,201,207,268,399,475
Sáb,Cruz Azul,1–2,UNAM,1,2,0,264,211,193,227,475,420,294,206,204,301,500,505
Dom,Santos,4–0,Mazatlán,4,0,1,321,220,214,297,541,511,90,76,96,137,166,233
Dom,Querétaro,2–2,Tijuana,2,2,-1,215,184,206,294,399,500,247,160,200,308,407,508
Sáb,Santos,0–3,Pachuca,0,3,0,321,220,214,297,541,511,329,249,197,272,578,469
Sáb,Guadalajara,1–0,Necaxa,1,0,1,233,212,204,222,445,426,181,164,174,202,345,376
Dom,UANL,2–1,Toluca,2,1,1,367,253,189,214,620,403,332,212,216,283,544,499
Dom,Monterrey,2–2,Puebla,2,2,-1,354,254,181,257,608,438,242,188,242,271,430,513
Mié,Puebla,2–1,León,2,1,1,242,188,242,271,430,513,332,240,225,278,572,503
Mié,Guadalajara,1–0,América,1,0,1,233,212,204,222,445,426,363,310,198,246,673,444
Jue,UANL,1–3,Cruz Azul,1,3,0,367,253,189,214,620,403,264,211,193,227,475,420
Jue,Pachuca,0–1,UNAM,0,1,0,329,249,197,272,578,469,294,206,204,301,500,505
Dom,UNAM,0–0,Pachuca,0,0,-1,294,206,204,301,500,505,329,249,197,272,578,469
Sáb,León,2–0,Puebla,2,0,1,332,240,225,278,572,503,242,188,242,271,430,513
Sáb,América,1–2,Guadalajara,1,2,0,363,310,198,246,673,444,233,212,204,222,445,426
Dom,Cruz Azul,0–1,UANL,0,1,0,264,211,193,227,475,420,367,253,189,214,620,403
Mié,Guadalajara,1–1,León,1,1,-1,233,212,204,222,445,426,332,240,225,278,572,503
Jue,Cruz Azul,4–0,UNAM,4,0,1,264,211,193,227,475,420,294,206,204,301,500,505
Sáb,León,1–0,Guadalajara,1,0,1,332,240,225,278,572,503,233,212,204,222,445,426
Dom,UNAM,4–0,Cruz Azul,4,0,1,294,206,204,301,500,505,264,211,193,227,475,420
Jue,UNAM,1–1,León,1,1,-1,294,206,204,301,500,505,332,240,225,278,572,503
Dom,León,2–0,UNAM,2,0,1,332,240,225,278,572,503,294,206,204,301,500,505
Sáb,Atlas,0–2,Monterrey,0,2,0,198,201,207,268,399,475,354,254,181,257,608,438
Vie,Tijuana,0–0,UNAM,0,0,-1,247,160,200,308,407,508,294,206,204,301,500,505
Vie,Puebla,1–1,Guadalajara,1,1,-1,242,188,242,271,430,513,233,212,204,222,445,426
Vie,Mazatlán,3–2,Necaxa,3,2,1,90,76,96,137,166,233,181,164,174,202,345,376
Dom,Toluca,3–1,Querétaro,3,1,1,332,212,216,283,544,499,215,184,206,294,399,500
Sáb,UANL,2–0,León,2,0,1,367,253,189,214,620,403,332,240,225,278,572,503
Sáb,América,2–1,Atlético,2,1,1,363,310,198,246,673,444,109,106,136,150,215,286
Dom,Santos,1–0,Cruz Azul,1,0,1,321,220,214,297,541,511,264,211,193,227,475,420
Lun,Pachuca,1–1,FC Juárez,1,1,-1,329,249,197,272,578,469,96,71,107,145,167,252
Sáb,Guadalajara,1–1,Toluca,1,1,-1,233,212,204,222,445,426,332,212,216,283,544,499
Vie,Necaxa,1–0,Atlético,1,0,1,181,164,174,202,345,376,109,106,136,150,215,286
Vie,FC Juárez,0–0,Tijuana,0,0,-1,96,71,107,145,167,252,247,160,200,308,407,508
Dom,UNAM,3–0,Mazatlán,3,0,1,294,206,204,301,500,505,90,76,96,137,166,233
Sáb,Cruz Azul,0–1,Puebla,0,1,0,264,211,193,227,475,420,242,188,242,271,430,513
Sáb,Monterrey,1–0,América,1,0,1,354,254,181,257,608,438,363,310,198,246,673,444
Dom,Santos,2–0,UANL,2,0,1,321,220,214,297,541,511,367,253,189,214,620,403
Dom,Querétaro,1–0,Atlas,1,0,1,215,184,206,294,399,500,198,201,207,268,399,475
Lun,León,0–0,Pachuca,0,0,-1,332,240,225,278,572,503,329,249,197,272,578,469
Jue,Atlético,3–1,Guadalajara,3,1,1,109,106,136,150,215,286,233,212,204,222,445,426
Vie,Puebla,0–1,Tijuana,0,1,0,242,188,242,271,430,513,247,160,200,308,407,508
Vie,Mazatlán,0–0,Santos,0,0,-1,90,76,96,137,166,233,321,220,214,297,541,511
Dom,Toluca,2–0,Necaxa,2,0,1,332,212,216,283,544,499,181,164,174,202,345,376
Sáb,Atlas,0–2,UANL,0,2,0,198,201,207,268,399,475,367,253,189,214,620,403
Dom,Querétaro,2–0,UNAM,2,0,1,215,184,206,294,399,500,294,206,204,301,500,505
Lun,Pachuca,0–1,Cruz Azul,0,1,0,329,249,197,272,578,469,264,211,193,227,475,420
Mar,América,2–0,FC Juárez,2,0,1,363,310,198,246,673,444,96,71,107,145,167,252
Jue,UANL,1–1,Necaxa,1,1,-1,367,253,189,214,620,403,181,164,174,202,345,376
Vie,Mazatlán,1–0,Pachuca,1,0,1,90,76,96,137,166,233,329,249,197,272,578,469
Dom,UNAM,0–0,Atlas,0,0,-1,294,206,204,301,500,505,198,201,207,268,399,475
Sáb,Guadalajara,1–2,FC Juárez,1,2,0,233,212,204,222,445,426,96,71,107,145,167,252
Sáb,Tijuana,3–2,Toluca,3,2,1,247,160,200,308,407,508,332,212,216,283,544,499
Sáb,Cruz Azul,4–1,Querétaro,4,1,1,264,211,193,227,475,420,215,184,206,294,399,500
Dom,Santos,1–1,América,1,1,-1,321,220,214,297,541,511,363,310,198,246,673,444
Lun,León,3–1,Atlético,3,1,1,332,240,225,278,572,503,109,106,136,150,215,286
Mar,Puebla,0–0,Monterrey,0,0,-1,242,188,242,271,430,513,354,254,181,257,608,438
Jue,Atlético,2–2,Tijuana,2,2,-1,109,106,136,150,215,286,247,160,200,308,407,508
Jue,Querétaro,3–1,Pachuca,3,1,1,215,184,206,294,399,500,329,249,197,272,578,469
Sáb,Atlas,1–1,Santos,1,1,-1,198,201,207,268,399,475,321,220,214,297,541,511
Vie,Necaxa,0–2,Cruz Azul,0,2,0,181,164,174,202,345,376,264,211,193,227,475,420
Dom,Toluca,4–1,Mazatlán,4,1,1,332,212,216,283,544,499,90,76,96,137,166,233
Sáb,América,1–0,Puebla,1,0,1,363,310,198,246,673,444,242,188,242,271,430,513
Sáb,Monterrey,1–0,UNAM,1,0,1,354,254,181,257,608,438,294,206,204,301,500,505
Lun,León,1–3,Guadalajara,1,3,0,332,240,225,278,572,503,233,212,204,222,445,426
Vie,Tijuana,2–0,León,2,0,1,247,160,200,308,407,508,332,240,225,278,572,503
Vie,Puebla,4–0,FC Juárez,4,0,1,242,188,242,271,430,513,96,71,107,145,167,252
Vie,Mazatlán,0–3,Atlético,0,3,0,90,76,96,137,166,233,109,106,136,150,215,286
Dom,Toluca,1–0,UNAM,1,0,1,332,212,216,283,544,499,294,206,204,301,500,505
Sáb,Guadalajara,2–2,Necaxa,2,2,-1,233,212,204,222,445,426,181,164,174,202,345,376
Sáb,América,2–1,Querétaro,2,1,1,363,310,198,246,673,444,215,184,206,294,399,500
Dom,Santos,1–0,Monterrey,1,0,1,321,220,214,297,541,511,354,254,181,257,608,438
Lun,Pachuca,0–1,Atlas,0,1,0,329,249,197,272,578,469,198,201,207,268,399,475
Mié,UANL,0–2,Cruz Azul,0,2,0,367,253,189,214,620,403,264,211,193,227,475,420
Jue,Atlético,1–0,Santos,1,0,1,109,106,136,150,215,286,321,220,214,297,541,511
Vie,Necaxa,1–1,Monterrey,1,1,-1,181,164,174,202,345,376,354,254,181,257,608,438
Vie,FC Juárez,1–0,Mazatlán,1,0,1,96,71,107,145,167,252,90,76,96,137,166,233
Dom,UNAM,0–1,León,0,1,0,294,206,204,301,500,505,332,240,225,278,572,503
Dom,Querétaro,1–1,Puebla,1,1,-1,215,184,206,294,399,500,242,188,242,271,430,513
