dayofweek,home_team,score,away_team
Sáb,América,2–3,Pachuca
Mié,UANL,4–1,Monterrey
Mié,Santos,1–4,Toluca
Jue,Morelia,1–0,Tijuana
Jue,Atlas,1–0,Guadalajara
Dom,Guadalajara,1–0,Atlas
Sáb,Monterrey,0–2,UANL
Sáb,Toluca,1–3,Santos
Dom,Tijuana,2–0,Morelia
Jue,Toluca,1–1,Guadalajara
Jue,UANL,2–0,Tijuana
Dom,Guadalajara,1–1,Toluca
Dom,Tijuana,0–2,UANL
Jue,UANL,2–2,Guadalajara
Dom,Guadalajara,2–1,UANL
Sáb,Cruz Azul,0–3,Morelia
Vie,Veracruz,2–0,Guadalajara
Dom,UNAM,3–0,Monterrey
Dom,Puebla,4–2,América
Sáb,UANL,0–1,Toluca
Sáb,Sinaloa,0–0,Chiapas
Sáb,Pachuca,2–1,Tijuana
Sáb,Atlas,0–2,Querétaro
Sáb,Santos,1–3,León
Sáb,América,1–3,Atlas
Vie,Querétaro,1–2,Pachuca
Vie,Tijuana,1–2,Sinaloa
Dom,Toluca,2–1,UNAM
Dom,Guadalajara,0–1,Cruz Azul
Sáb,León,4–1,Veracruz
Sáb,Morelia,1–0,UANL
Sáb,Chiapas,2–1,Santos
Sáb,Cruz Azul,2–0,León
Vie,Veracruz,2–1,Chiapas
Vie,Santos,0–1,Tijuana
Dom,Toluca,0–1,Morelia
Dom,Puebla,3–2,UNAM
Sáb,Sinaloa,1–1,Querétaro
Sáb,Pachuca,0–3,América
Sáb,Atlas,0–3,Monterrey
Dom,UANL,2–2,Guadalajara
Mar,Tijuana,1–3,Veracruz
Mar,Querétaro,1–2,Santos
Mar,América,4–0,Sinaloa
Mar,Monterrey,4–3,Pachuca
Mié,Puebla,1–0,Toluca
Mié,León,2–1,UANL
Mié,Guadalajara,2–0,Morelia
Mié,UNAM,5–0,Atlas
Mié,Chiapas,2–1,Cruz Azul
Sáb,Cruz Azul,1–3,Tijuana
Sáb,Morelia,3–4,León
Vie,Veracruz,2–2,Querétaro
Vie,Santos,0–2,América
Dom,Toluca,3–1,Guadalajara
Sáb,UANL,4–1,Chiapas
Sáb,Sinaloa,1–4,Monterrey
Sáb,Pachuca,1–2,UNAM
Sáb,Atlas,2–1,Puebla
Sáb,América,3–1,Veracruz
Vie,Tijuana,1–2,UANL
Vie,Querétaro,4–2,Cruz Azul
Dom,UNAM,2–0,Sinaloa
Dom,Puebla,3–2,Pachuca
Sáb,Monterrey,1–1,Santos
Sáb,León,1–0,Guadalajara
Sáb,Atlas,1–2,Toluca
Sáb,Chiapas,3–1,Morelia
Sáb,Cruz Azul,0–2,América
Vie,Veracruz,2–1,Monterrey
Vie,Santos,3–4,UNAM
Dom,Toluca,1–3,León
Dom,Guadalajara,4–1,Chiapas
Sáb,UANL,5–1,Querétaro
Sáb,Sinaloa,1–0,Puebla
Sáb,Pachuca,1–1,Atlas
Sáb,Morelia,1–2,Tijuana
Sáb,América,0–1,UANL
Vie,Tijuana,2–1,Guadalajara
Vie,Querétaro,0–1,Morelia
Dom,UNAM,3–0,Veracruz
Dom,Puebla,0–1,Santos
Sáb,Monterrey,1–1,Cruz Azul
Sáb,Pachuca,3–4,Toluca
Sáb,Atlas,3–2,Sinaloa
Sáb,Chiapas,6–2,León
Sáb,Cruz Azul,2–1,UNAM
Vie,Veracruz,2–1,Puebla
Vie,Santos,0–2,Atlas
Dom,Toluca,1–1,Chiapas
Dom,Guadalajara,2–1,Querétaro
Sáb,UANL,3–1,Monterrey
Sáb,Sinaloa,1–2,Pachuca
Sáb,León,2–1,Tijuana
Sáb,Morelia,0–3,América
Sáb,América,1–2,Guadalajara
Vie,Querétaro,3–0,León
Vie,Tijuana,1–1,Chiapas
Dom,UNAM,1–0,UANL
Dom,Puebla,2–1,Cruz Azul
Sáb,Monterrey,2–2,Morelia
Sáb,Sinaloa,1–2,Toluca
Sáb,Pachuca,0–0,Santos
Sáb,Atlas,0–1,Veracruz
Mié,Morelia,2–2,UNAM
Mar,Toluca,4–1,Tijuana
Mar,León,3–0,América
Mar,Guadalajara,2–1,Monterrey
Mar,Veracruz,0–1,Pachuca
Mar,Chiapas,0–0,Querétaro
Mar,Santos,1–1,Sinaloa
Mié,Cruz Azul,1–1,Atlas
Mié,UANL,0–1,Puebla
Sáb,América,2–1,Chiapas
Vie,Querétaro,2–1,Tijuana
Dom,UNAM,1–0,Guadalajara
Dom,Puebla,1–3,Morelia
Sáb,Monterrey,4–0,León
Sáb,Santos,0–0,Toluca
Sáb,Atlas,0–1,UANL
Vie,Monterrey,1–1,Puebla
Sáb,Cruz Azul,1–1,Sinaloa
Vie,Tijuana,0–2,América
Vie,Veracruz,0–3,Santos
Dom,Toluca,4–2,Querétaro
Dom,Guadalajara,1–1,Puebla
Sáb,UANL,2–1,Pachuca
Sáb,León,1–3,UNAM
Sáb,Morelia,0–1,Atlas
Sáb,Chiapas,2–2,Monterrey
Sáb,América,0–1,Querétaro
Vie,Veracruz,3–2,Toluca
Vie,Santos,1–2,Cruz Azul
Dom,UNAM,2–3,Chiapas
Dom,Puebla,1–0,León
Sáb,Sinaloa,0–0,UANL
Sáb,Monterrey,3–1,Tijuana
Sáb,Pachuca,2–0,Morelia
Sáb,Cruz Azul,1–1,Veracruz
Vie,Querétaro,3–1,Monterrey
Vie,Tijuana,1–2,UNAM
Dom,Toluca,2–3,América
Dom,Guadalajara,4–4,Pachuca
Sáb,UANL,2–2,Santos
Sáb,León,2–1,Atlas
Sáb,Morelia,4–0,Sinaloa
Sáb,Chiapas,1–0,Puebla
Sáb,Cruz Azul,1–2,Toluca
Vie,Veracruz,1–3,UANL
Vie,Santos,2–3,Morelia
Dom,UNAM,2–1,Querétaro
Dom,Puebla,2–1,Tijuana
Sáb,Monterrey,2–1,América
Sáb,Sinaloa,2–1,Guadalajara
Sáb,Pachuca,3–2,León
Sáb,Atlas,2–3,Chiapas
Mar,Sinaloa,0–0,Veracruz
Mié,Atlas,0–1,Guadalajara
Sáb,Pachuca,1–2,Cruz Azul
Sáb,América,1–1,UNAM
Vie,Querétaro,0–0,Puebla
Vie,Tijuana,2–0,Atlas
Dom,Toluca,3–1,Monterrey
Dom,Guadalajara,0–3,Santos
Sáb,UANL,0–0,Cruz Azul
Sáb,León,3–0,Sinaloa
Sáb,Morelia,1–2,Veracruz
Sáb,Chiapas,3–2,Pachuca
Mié,América,4–1,León
Mié,UANL,2–1,Chiapas
Jue,Veracruz,1–0,UNAM
Jue,Puebla,2–2,Toluca
Dom,UNAM,1–0,Veracruz
Dom,Toluca,1–0,Puebla
Sáb,Chiapas,0–1,UANL
Sáb,León,2–1,América
Jue,América,0–3,UNAM
Jue,UANL,0–0,Toluca
Dom,UNAM,1–3,América
Dom,Toluca,0–2,UANL
Jue,UANL,3–0,UNAM
Dom,UNAM,(2) 4–1 (4),UANL
Sáb,América,0–0,Puebla
Vie,Querétaro,1–3,Atlas
Vie,Tijuana,1–1,Pachuca
Dom,Toluca,1–0,UANL
Dom,Guadalajara,2–2,Veracruz
Sáb,Monterrey,1–0,UNAM
Sáb,León,2–0,Santos
Sáb,Morelia,2–2,Cruz Azul
Sáb,Chiapas,1–0,Sinaloa
Sáb,Cruz Azul,1–1,Guadalajara
Vie,Veracruz,1–3,León
Vie,Santos,1–0,Chiapas
Dom,UNAM,3–2,Toluca
Dom,Puebla,1–3,Monterrey
Sáb,UANL,2–0,Morelia
Sáb,Sinaloa,0–1,Tijuana
Sáb,Pachuca,1–0,Querétaro
Sáb,Atlas,0–3,América
Sáb,América,1–4,Pachuca
Vie,Tijuana,1–3,Santos
Vie,Querétaro,3–0,Sinaloa
Dom,UNAM,0–1,Puebla
Dom,Guadalajara,2–2,UANL
Sáb,Monterrey,1–0,Atlas
Sáb,León,3–2,Cruz Azul
Sáb,Morelia,1–1,Toluca
Sáb,Chiapas,1–1,Veracruz
Sáb,Cruz Azul,2–1,Chiapas
Vie,Santos,2–0,Querétaro
Vie,Veracruz,2–2,Tijuana
Dom,Toluca,1–1,Puebla
Sáb,Morelia,2–0,Guadalajara
Sáb,UANL,3–1,León
Sáb,Sinaloa,0–3,América
Sáb,Pachuca,3–1,Monterrey
Sáb,Atlas,1–1,UNAM
Sáb,América,2–0,Santos
Vie,Querétaro,2–1,Veracruz
Vie,Tijuana,1–1,Cruz Azul
Vie,Chiapas,1–3,UANL
Dom,UNAM,1–1,Pachuca
Sáb,Puebla,4–1,Atlas
Sáb,Monterrey,3–0,Sinaloa
Sáb,León,1–2,Morelia
Sáb,Guadalajara,1–1,Toluca
Sáb,Cruz Azul,2–1,Querétaro
Vie,Veracruz,1–1,América
Vie,Toluca,1–1,Atlas
Vie,Santos,1–2,Monterrey
Dom,Guadalajara,0–1,León
Sáb,UANL,1–2,Tijuana
Sáb,Sinaloa,2–3,UNAM
Dom,Pachuca,5–2,Puebla
Sáb,América,3–3,Cruz Azul
Vie,Querétaro,2–2,UANL
Vie,Tijuana,1–1,Morelia
Dom,UNAM,1–1,Santos
Dom,Puebla,3–2,Sinaloa
Sáb,Monterrey,5–1,Veracruz
Sáb,León,5–1,Toluca
Sáb,Atlas,1–0,Pachuca
Sáb,Chiapas,1–1,Guadalajara
Sáb,Cruz Azul,4–0,Monterrey
Vie,Veracruz,0–0,UNAM
Dom,Guadalajara,1–1,Tijuana
Sáb,Santos,1–1,Puebla
Sáb,UANL,4–1,América
Sáb,Sinaloa,2–1,Atlas
Sáb,León,1–3,Chiapas
Sáb,Morelia,1–1,Querétaro
Sáb,Toluca,0–1,Pachuca
Sáb,América,4–1,Morelia
Vie,Tijuana,0–0,León
Dom,UNAM,2–2,Cruz Azul
Dom,Puebla,1–1,Veracruz
Sáb,Querétaro,0–2,Guadalajara
Sáb,Monterrey,1–0,UANL
Sáb,Pachuca,2–2,Sinaloa
Sáb,Atlas,1–2,Santos
Sáb,Chiapas,3–2,Toluca
Sáb,Cruz Azul,1–1,Puebla
Vie,Veracruz,3–2,Atlas
Vie,Santos,3–2,Pachuca
Dom,Toluca,3–0,Sinaloa
Sáb,UANL,0–0,UNAM
Sáb,León,2–0,Querétaro
Sáb,Morelia,1–3,Monterrey
Sáb,Chiapas,1–2,Tijuana
Dom,Guadalajara,1–2,América
Sáb,América,2–1,León
Vie,Querétaro,1–1,Chiapas
Vie,Tijuana,0–0,Toluca
Dom,Puebla,0–0,UANL
Sáb,Monterrey,1–3,Guadalajara
Sáb,Sinaloa,3–1,Santos
Sáb,Pachuca,6–0,Veracruz
Sáb,Atlas,0–2,Cruz Azul
Dom,UNAM,4–2,Morelia
Sáb,Morelia,2–0,Chiapas
Sáb,Cruz Azul,0–0,Pachuca
Vie,Tijuana,2–4,Querétaro
Vie,Toluca,0–0,Santos
Vie,Veracruz,0–0,Sinaloa
Sáb,UANL,2–2,Atlas
Sáb,León,1–2,Monterrey
Sáb,Morelia,2–0,Puebla
Sáb,Chiapas,0–2,América
Dom,Guadalajara,4–0,UNAM
Sáb,América,6–1,Tijuana
Vie,Querétaro,0–0,Toluca
Vie,Santos,2–0,Veracruz
Dom,Puebla,0–3,Guadalajara
Dom,UNAM,1–2,León
Sáb,Monterrey,6–0,Chiapas
Sáb,Sinaloa,3–0,Cruz Azul
Sáb,Pachuca,2–1,UANL
Sáb,Atlas,1–2,Morelia
Sáb,Toluca,4–2,Veracruz
Sáb,Cruz Azul,0–1,Santos
Vie,Tijuana,1–2,Monterrey
Vie,Querétaro,1–0,América
Dom,Guadalajara,1–0,Atlas
Sáb,UANL,5–2,Sinaloa
Sáb,León,4–1,Puebla
Sáb,Morelia,1–0,Pachuca
Sáb,Chiapas,1–2,UNAM
Sáb,América,0–1,Toluca
Vie,UNAM,3–1,Tijuana
Vie,Veracruz,2–1,Cruz Azul
Dom,Puebla,2–1,Chiapas
Sáb,Monterrey,3–2,Querétaro
Sáb,Santos,2–1,UANL
Sáb,Sinaloa,1–0,Morelia
Sáb,Pachuca,1–1,Guadalajara
Sáb,Atlas,1–1,León
Sáb,América,3–3,Monterrey
Vie,Querétaro,2–1,UNAM
Vie,Tijuana,0–0,Puebla
Dom,Toluca,0–2,Cruz Azul
Dom,Guadalajara,2–1,Sinaloa
Sáb,UANL,0–0,Veracruz
Sáb,León,0–0,Pachuca
Sáb,Morelia,3–2,Santos
Sáb,Chiapas,0–3,Atlas
Sáb,Cruz Azul,0–3,UANL
Vie,Veracruz,1–2,Morelia
Vie,Santos,0–1,Guadalajara
Dom,UNAM,1–1,América
Dom,Puebla,3–1,Querétaro
Sáb,Monterrey,1–2,Toluca
Sáb,Sinaloa,0–1,León
Sáb,Pachuca,2–1,Chiapas
Sáb,Atlas,0–0,Tijuana
Mié,UANL,1–3,Monterrey
Mié,Morelia,1–1,León
Jue,Santos,1–1,Pachuca
Jue,Guadalajara,0–0,América
Dom,América,2–1,Guadalajara
Sáb,Monterrey,1–2,UANL
Sáb,León,4–1,Morelia
Dom,Pachuca,3–2,Santos
Mié,América,1–0,Monterrey
Jue,León,1–1,Pachuca
Sáb,Monterrey,4–2,América
Dom,Pachuca,2–1,León
Jue,Pachuca,1–0,Monterrey
Dom,Monterrey,1–1,Pachuca
Sáb,Cruz Azul,0–1,Pachuca
Sáb,Veracruz,0–1,Santos
Vie,Querétaro,1–3,UNAM
Vie,Tijuana,0–1,Puebla
Dom,Toluca,0–0,Morelia
Dom,Guadalajara,1–1,Chiapas
Sáb,Monterrey,3–1,UdeG
Sáb,León,1–2,América
Sáb,Atlas,0–0,UANL
Sáb,Puebla,0–0,Veracruz
Sáb,América,2–1,Tijuana
Vie,Morelia,0–2,Atlas
Vie,Santos,1–1,Cruz Azul
Dom,UNAM,0–1,Guadalajara
Dom,UdeG,0–1,Querétaro
Sáb,UANL,4–2,León
Sáb,Pachuca,0–1,Monterrey
Sáb,Chiapas,2–1,Toluca
Sáb,Cruz Azul,0–0,Veracruz
Sáb,Puebla,0–4,América
Vie,Tijuana,1–1,UANL
Vie,Querétaro,2–0,Pachuca
Dom,Toluca,2–1,UNAM
Sáb,Monterrey,0–0,Santos
Sáb,León,4–0,Morelia
Sáb,Atlas,4–2,Chiapas
Sáb,Cruz Azul,1–0,Puebla
Vie,Morelia,0–0,Tijuana
Vie,Veracruz,2–1,Monterrey
Dom,UNAM,0–1,Atlas
Dom,UdeG,0–0,Toluca
Sáb,UANL,0–2,América
Sáb,Santos,2–3,Querétaro
Sáb,Pachuca,3–0,Guadalajara
Sáb,Chiapas,3–2,León
Jue,León,2–1,UNAM
Sáb,América,3–2,Morelia
Sáb,Puebla,1–1,UANL
Vie,Querétaro,0–0,Veracruz
Vie,Tijuana,2–1,Chiapas
Dom,Toluca,3–0,Pachuca
Dom,Guadalajara,0–1,Santos
Sáb,Monterrey,3–1,Cruz Azul
Sáb,Atlas,1–0,UdeG
Sáb,Veracruz,0–0,Guadalajara
Sáb,Cruz Azul,2–1,Querétaro
Vie,Morelia,1–5,UANL
Vie,Santos,3–0,Toluca
Dom,UNAM,1–1,Tijuana
Dom,UdeG,1–0,León
Sáb,Monterrey,1–0,Puebla
Sáb,Pachuca,3–1,Atlas
Sáb,Chiapas,0–0,América
Sáb,Puebla,3–2,Morelia
Sáb,América,0–1,UNAM
Vie,Tijuana,1–1,UdeG
Vie,Querétaro,0–1,Monterrey
Dom,Toluca,2–1,Veracruz
Dom,Guadalajara,0–0,Cruz Azul
Sáb,UANL,0–2,Chiapas
Sáb,León,1–2,Pachuca
Sáb,Atlas,1–1,Santos
Dom,Guadalajara,3–0,UdeG
Sáb,Cruz Azul,1–2,Toluca
Vie,Querétaro,1–1,Puebla
Vie,Veracruz,1–1,Atlas
Vie,Santos,2–0,León
Dom,UNAM,2–2,UANL
Sáb,Pachuca,1–1,Tijuana
Sáb,Chiapas,1–1,Morelia
Sáb,UdeG,0–0,América
Sáb,América,2–1,Pachuca
Sáb,Puebla,1–1,Chiapas
Vie,Tijuana,4–1,Santos
Vie,Morelia,2–3,UNAM
Dom,Toluca,1–0,Monterrey
Dom,Guadalajara,1–4,Querétaro
Sáb,UANL,1–0,UdeG
Sáb,León,3–1,Veracruz
Sáb,Atlas,2–1,Cruz Azul
Sáb,Cruz Azul,1–0,León
Vie,Veracruz,1–0,Tijuana
Vie,Querétaro,1–1,Toluca
Vie,Santos,1–4,América
Dom,UNAM,2–2,Chiapas
Dom,Guadalajara,0–0,Puebla
Sáb,Monterrey,2–1,Atlas
Sáb,Pachuca,2–3,UANL
Sáb,UdeG,1–2,Morelia
Mar,León,1–3,Monterrey
Mar,Atlas,2–1,Querétaro
Mar,UANL,1–1,Santos
Mié,Puebla,1–2,UNAM
Mié,Tijuana,0–0,Cruz Azul
Mié,Morelia,0–1,Pachuca
Mié,América,2–0,Veracruz
Mié,Chiapas,1–1,UdeG
Jue,Toluca,3–1,Guadalajara
Sáb,Cruz Azul,4–0,América
Sáb,Veracruz,0–1,UANL
Vie,Querétaro,1–2,León
Dom,Toluca,1–1,Puebla
Dom,Guadalajara,0–1,Atlas
Sáb,Monterrey,1–1,Tijuana
Sáb,Santos,2–2,Morelia
Sáb,Pachuca,2–0,Chiapas
Sáb,UdeG,1–0,UNAM
Sáb,Puebla,1–1,UdeG
Sáb,América,2–0,Monterrey
Vie,Morelia,0–1,Veracruz
Vie,Tijuana,2–1,Querétaro
Dom,UNAM,1–1,Pachuca
Sáb,UANL,1–0,Cruz Azul
Sáb,León,2–1,Guadalajara
Sáb,Chiapas,2–0,Santos
Sáb,Atlas,0–2,Toluca
Sáb,Veracruz,1–2,Chiapas
Sáb,Cruz Azul,3–1,Morelia
Vie,Querétaro,3–2,América
Vie,Santos,1–1,UNAM
Dom,Toluca,2–3,León
Dom,Guadalajara,2–3,Tijuana
Sáb,Monterrey,2–2,UANL
Sáb,Pachuca,0–0,UdeG
Sáb,Atlas,2–1,Puebla
Sáb,América,0–0,Guadalajara
Sáb,Puebla,1–1,Pachuca
Vie,Tijuana,0–1,Toluca
Vie,Morelia,2–1,Monterrey
Dom,UNAM,0–0,Veracruz
Sáb,UANL,1–0,Querétaro
Sáb,León,4–0,Atlas
Sáb,UdeG,1–1,Santos
Sáb,Chiapas,0–0,Cruz Azul
Sáb,Cruz Azul,0–2,UNAM
Sáb,Veracruz,0–1,UdeG
Vie,Querétaro,2–0,Morelia
Vie,Santos,2–1,Pachuca
Dom,Toluca,2–2,América
Dom,Guadalajara,0–0,UANL
Sáb,Monterrey,1–2,Chiapas
Sáb,León,0–0,Puebla
Sáb,Atlas,1–1,Tijuana
Sáb,Monterrey,1–0,Guadalajara
Sáb,América,1–2,Atlas
Sáb,Puebla,3–3,Santos
Vie,Morelia,1–2,Guadalajara
Vie,Tijuana,3–2,León
Dom,UNAM,4–2,Monterrey
Sáb,UANL,2–1,Toluca
Sáb,UdeG,1–1,Cruz Azul
Sáb,Pachuca,1–0,Veracruz
Sáb,Chiapas,2–1,Querétaro
Mié,Pachuca,1–1,UANL
Mié,UNAM,1–0,América
Jue,Monterrey,0–1,Atlas
Jue,Chiapas,1–1,Toluca
Sáb,América,1–0,UNAM
Dom,Toluca,1–1,Chiapas
Sáb,UANL,1–1,Pachuca
Dom,Atlas,0–2,Monterrey
Jue,Toluca,0–0,UANL
Jue,Monterrey,0–3,América
Dom,UANL,0–0,Toluca
Dom,América,0–0,Monterrey
Jue,UANL,1–0,América
Dom,América,3–0,UANL
Sáb,Puebla,2–1,Tijuana
Sáb,América,3–2,León
Vie,Santos,1–2,Veracruz
Vie,Morelia,0–0,Toluca
Dom,UNAM,1–1,Querétaro
Dom,UdeG,1–0,Monterrey
Sáb,UANL,0–1,Atlas
Sáb,Chiapas,2–1,Guadalajara
Sáb,Pachuca,0–1,Cruz Azul
Sáb,Cruz Azul,1–0,Santos
Vie,Querétaro,1–0,UdeG
Vie,Tijuana,1–0,América
Vie,Veracruz,3–1,Puebla
Dom,Toluca,3–0,Chiapas
Dom,Guadalajara,2–1,UNAM
Sáb,Monterrey,1–0,Pachuca
Sáb,León,0–1,UANL
Sáb,Atlas,2–1,Morelia
Sáb,América,0–0,Puebla
Vie,Morelia,0–0,León
Vie,Veracruz,0–0,Cruz Azul
Vie,Santos,4–1,Monterrey
Dom,UNAM,3–2,Toluca
Dom,UdeG,1–1,Guadalajara
Sáb,UANL,1–2,Tijuana
Sáb,Pachuca,2–1,Querétaro
Sáb,Chiapas,3–1,Atlas
Sáb,Puebla,0–0,Cruz Azul
Sáb,América,1–0,UANL
Vie,Querétaro,0–1,Santos
Vie,Tijuana,4–2,Morelia
Dom,Toluca,3–1,UdeG
Sáb,Monterrey,1–1,Veracruz
Sáb,Guadalajara,1–0,Pachuca
Sáb,León,1–1,Chiapas
Sáb,Atlas,1–1,UNAM
Sáb,Cruz Azul,1–0,Monterrey
Vie,Morelia,2–2,América
Vie,Veracruz,1–1,Querétaro
Vie,Santos,1–0,Guadalajara
Dom,UNAM,1–3,León
Dom,UdeG,0–2,Atlas
Sáb,UANL,1–0,Puebla
Sáb,Pachuca,1–1,Toluca
Sáb,Chiapas,2–2,Tijuana
Sáb,Puebla,2–0,Monterrey
Sáb,América,5–0,Chiapas
Vie,Querétaro,1–2,Cruz Azul
Vie,Tijuana,3–0,UNAM
Dom,Toluca,2–2,Santos
Dom,Guadalajara,0–0,Veracruz
Sáb,UANL,1–0,Morelia
Sáb,León,2–1,UdeG
Sáb,Atlas,1–3,Pachuca
Sáb,Cruz Azul,1–2,Guadalajara
Vie,Morelia,1–2,Puebla
Vie,Veracruz,3–0,Toluca
Vie,Santos,0–1,Atlas
Dom,UNAM,0–1,América
Dom,UdeG,0–1,Tijuana
Sáb,Monterrey,2–1,Querétaro
Sáb,Pachuca,2–1,León
Sáb,Chiapas,1–0,UANL
Sáb,Puebla,4–1,Querétaro
Sáb,América,0–1,UdeG
Vie,Morelia,3–2,Chiapas
Vie,Tijuana,2–2,Pachuca
Dom,Toluca,1–0,Cruz Azul
Dom,Guadalajara,3–0,Monterrey
Sáb,UANL,3–0,UNAM
Sáb,León,2–1,Santos
Sáb,Atlas,0–3,Veracruz
Sáb,Cruz Azul,1–1,Atlas
Vie,Veracruz,1–0,León
Vie,Querétaro,1–0,Guadalajara
Dom,UNAM,2–1,Morelia
Dom,UdeG,2–1,UANL
Sáb,Santos,1–1,Tijuana
Sáb,Monterrey,3–2,Toluca
Sáb,Pachuca,0–0,América
Sáb,Chiapas,2–2,Puebla
Sáb,Puebla,1–2,Guadalajara
Sáb,América,1–0,Santos
Vie,Morelia,0–1,UdeG
Vie,Tijuana,3–1,Veracruz
Dom,Toluca,1–0,Querétaro
Sáb,UANL,2–1,Pachuca
Sáb,León,2–2,Cruz Azul
Sáb,Atlas,2–1,Monterrey
Sáb,Chiapas,0–2,UNAM
Sáb,Cruz Azul,2–1,Tijuana
Vie,Querétaro,2–0,Atlas
Vie,Veracruz,4–0,América
Vie,Santos,2–2,UANL
Dom,UNAM,2–1,Puebla
Dom,Guadalajara,1–0,Toluca
Sáb,Monterrey,5–1,León
Sáb,Pachuca,2–0,Morelia
Sáb,UdeG,0–1,Chiapas
Sáb,Puebla,0–1,Toluca
Sáb,América,1–0,Cruz Azul
Vie,Morelia,0–1,Santos
Dom,UNAM,2–0,UdeG
Sáb,UANL,3–1,Veracruz
Sáb,Chiapas,2–2,Pachuca
Sáb,Tijuana,3–4,Monterrey
Sáb,León,4–5,Querétaro
Sáb,Atlas,1–1,Guadalajara
Sáb,Cruz Azul,2–0,UANL
Vie,Querétaro,2–1,Tijuana
Vie,Veracruz,1–1,Morelia
Vie,Santos,4–3,Chiapas
Dom,Toluca,0–0,Atlas
Dom,Guadalajara,1–0,León
Sáb,Monterrey,1–1,América
Sáb,Pachuca,3–1,UNAM
Sáb,UdeG,1–1,Puebla
Sáb,Puebla,0–1,Atlas
Sáb,América,0–4,Querétaro
Vie,Tijuana,1–1,Guadalajara
Vie,Morelia,2–0,Cruz Azul
Vie,Chiapas,1–1,Veracruz
Dom,UNAM,1–0,Santos
Dom,UdeG,1–1,Pachuca
Sáb,UANL,3–0,Monterrey
Sáb,León,1–1,Toluca
Sáb,Cruz Azul,0–1,Chiapas
Vie,Querétaro,1–3,UANL
Vie,Veracruz,3–3,UNAM
Vie,Santos,1–0,UdeG
Dom,Toluca,2–0,Tijuana
Dom,Guadalajara,1–1,América
Sáb,Monterrey,1–0,Morelia
Sáb,Pachuca,2–1,Puebla
Sáb,Atlas,3–2,León
Sáb,Puebla,2–0,León
Vie,Morelia,1–2,Querétaro
Vie,Tijuana,1–2,Atlas
Dom,UNAM,0–1,Cruz Azul
Dom,UdeG,1–2,Veracruz
Sáb,América,3–1,Toluca
Sáb,UANL,2–1,Guadalajara
Sáb,Pachuca,2–3,Santos
Sáb,Chiapas,0–2,Monterrey
Vie,Querétaro,1–0,Chiapas
Vie,Veracruz,1–2,Pachuca
Dom,Toluca,0–0,UANL
Dom,Guadalajara,2–3,Morelia
Sáb,Monterrey,2–2,UNAM
Sáb,León,6–2,Tijuana
Sáb,Cruz Azul,0–2,UdeG
Sáb,Santos,2–2,Puebla
Sáb,Atlas,1–2,América
Mié,Santos,1–1,UANL
Mié,Pachuca,3–2,América
Jue,Querétaro,2–1,Veracruz
Jue,Guadalajara,0–0,Atlas
Sáb,América,3–4,Pachuca
Dom,Atlas,1–4,Guadalajara
Sáb,UANL,0–1,Santos
Dom,Veracruz,2–2,Querétaro
Jue,Pachuca,2–0,Querétaro
Jue,Santos,0–0,Guadalajara
Dom,Guadalajara,0–3,Santos
Dom,Querétaro,2–0,Pachuca
Jue,Santos,5–0,Querétaro
Dom,Querétaro,3–0,Santos
